% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=SpectralShapeStatistics blockSize=882 stepSize=441
2.20500000e+02,1.27594083e+02,0.00000000e+00,-7.23083084e+01
2.20500000e+02,1.27594083e+02,0.00000000e+00,-7.23083084e+01
1.69450209e+01,3.08531355e+01,5.27006577e+00,4.42757607e+01
2.06177283e+01,2.81340099e+01,2.88118896e+00,1.20361868e+01
1.27717528e+01,2.41868490e+01,3.25849988e+00,1.42874222e+01
1.27999120e+01,2.37929020e+01,3.20123578e+00,1.28902581e+01
1.96630535e+01,2.66084809e+01,2.42473210e+00,4.99623309e+00
1.40223982e+01,2.39569594e+01,2.97371880e+00,1.04747666e+01
1.65570831e+01,2.58662282e+01,2.63129275e+00,7.32118970e+00
1.88822227e+01,2.73510102e+01,2.41993266e+00,5.44011018e+00
1.37078036e+01,2.41182467e+01,3.10024243e+00,1.29028652e+01
1.25440349e+01,2.26796041e+01,3.34835809e+00,1.54596946e+01
1.28433606e+01,2.33265977e+01,3.25139916e+00,1.60746414e+01
1.43568101e+01,2.41031945e+01,3.01690877e+00,1.22263668e+01
1.24101863e+01,2.21961630e+01,3.43960275e+00,1.76681940e+01
1.21442206e+01,2.19953178e+01,3.52433631e+00,1.98491648e+01
1.25416725e+01,2.28415915e+01,3.35327960e+00,1.63198073e+01
1.05605731e+01,2.12119305e+01,3.91315678e+00,2.25957640e+01
1.35499538e+01,2.27977932e+01,3.33926962e+00,1.70668789e+01
1.26446820e+01,2.35614565e+01,3.30408663e+00,1.50146841e+01
1.37573915e+01,2.38883947e+01,3.29647308e+00,1.51490002e+01
3.81451538e+01,4.20877055e+01,9.63631512e-01,-8.74182802e+00
2.95083126e+01,3.69615094e+01,1.36064825e+00,-4.47873910e+00
3.04562972e+01,3.67220546e+01,1.42389462e+00,-4.80699356e+00
3.28059590e+01,3.74483410e+01,1.30483645e+00,-6.02832608e+00
2.62504736e+01,3.46260997e+01,1.68251815e+00,-2.21517650e+00
2.64572357e+01,3.44041831e+01,1.77234278e+00,-1.54808501e+00
2.16741780e+01,3.08403941e+01,2.24187780e+00,2.70645950e+00
2.31248348e+01,3.10715589e+01,2.15824978e+00,1.71069469e+00
2.13753335e+01,2.98002502e+01,2.30822369e+00,3.31785025e+00
1.81448957e+01,2.66453672e+01,2.83047978e+00,8.40867007e+00
2.23188560e+01,2.86618675e+01,2.42579634e+00,4.51487170e+00
1.83523516e+01,2.73398935e+01,2.75052134e+00,8.23959630e+00
1.89186428e+01,2.73461858e+01,2.59290240e+00,7.16394481e+00
2.14969191e+01,2.97418255e+01,2.29191799e+00,3.89301186e+00
3.69557772e+01,3.97579923e+01,1.07474542e+00,-8.70169984e+00
3.61376823e+01,3.60859238e+01,9.46373028e-01,-1.11387583e+01
2.91975434e+01,3.29307871e+01,1.46866400e+00,-5.31038778e+00
3.07546802e+01,3.27776768e+01,1.31981873e+00,-7.33432679e+00
2.28465546e+01,2.92424473e+01,1.91392077e+00,-2.37393033e-01
2.53196064e+01,2.95189886e+01,1.96562450e+00,-6.34017967e-01
2.47423004e+01,3.07479079e+01,1.99551431e+00,6.83412887e-02
1.87241354e+01,2.78586747e+01,2.55450279e+00,5.60261411e+00
2.11831037e+01,2.90547828e+01,2.37216397e+00,4.32522422e+00
2.06426000e+01,2.87002389e+01,2.42897505e+00,5.28234926e+00
2.10472995e+01,3.07182668e+01,2.24336344e+00,3.42956292e+00
2.25208230e+01,3.10992519e+01,2.12249132e+00,1.92985192e+00
3.13612443e+01,3.46048663e+01,1.35782600e+00,-5.96912105e+00
2.68783110e+01,3.31000861e+01,1.77246284e+00,-1.54721863e+00
5.05101049e+01,3.66675753e+01,3.64523753e-01,-3.30079346e+01
3.67487188e+01,3.63394006e+01,7.56918717e-01,-1.23601304e+01
3.69531392e+01,3.90913744e+01,8.82003475e-01,-1.00804559e+01
4.89323783e+01,4.18500151e+01,3.81335948e-01,-1.99928193e+01
4.91699359e+01,4.20508619e+01,4.20669913e-01,-1.99466690e+01
5.08919041e+01,4.12974839e+01,3.58822565e-01,-2.34152686e+01
4.76771474e+01,4.11591085e+01,4.43770851e-01,-1.92610052e+01
4.80338764e+01,4.19543393e+01,4.50938464e-01,-1.86278814e+01
4.25304508e+01,4.03363566e+01,6.68130806e-01,-1.41515298e+01
4.61447824e+01,3.83182460e+01,4.98148866e-01,-2.10973875e+01
4.35435053e+01,3.97382881e+01,6.55684229e-01,-1.57473688e+01
3.50894059e+01,3.79258642e+01,1.01826082e+00,-8.83322889e+00
4.15677985e+01,3.76889276e+01,7.98923974e-01,-1.52958975e+01
4.17170624e+01,3.64611236e+01,7.53850263e-01,-1.70193985e+01
3.23385058e+01,3.52500247e+01,1.22058263e+00,-7.28159037e+00
4.52449740e+01,4.11823178e+01,5.87514515e-01,-1.61220097e+01
5.36978668e+01,4.19345945e+01,2.49594152e-01,-2.63938911e+01
3.36220258e+01,3.23276267e+01,1.16927772e+00,-1.15859160e+01
3.22484193e+01,3.03192422e+01,1.29631957e+00,-1.15116062e+01
3.54833908e+01,3.00240550e+01,1.06239752e+00,-1.75001823e+01
3.51259499e+01,3.05807089e+01,1.06689367e+00,-1.62430674e+01
3.60740758e+01,3.09430515e+01,1.27474892e+00,-1.57665742e+01
5.01395888e+01,5.58682382e+01,1.93098451e+00,-4.49577144e+00
5.10444020e+01,5.91470511e+01,1.80402909e+00,-4.44574957e+00
5.34682691e+01,5.95599255e+01,1.80001326e+00,-5.31894966e+00
3.89687585e+01,5.11429892e+01,2.35855230e+00,1.18231426e+00
8.22598376e+01,8.68291129e+01,1.01593002e+00,-1.01553642e+01
1.00071450e+02,9.45302602e+01,6.84513609e-01,-1.48915470e+01
8.37526916e+01,9.04668005e+01,1.08852477e+00,-9.42914803e+00
7.71351484e+01,8.89035146e+01,1.23775278e+00,-7.41402058e+00
5.63058586e+01,8.36270898e+01,1.70347518e+00,-2.10554205e+00
5.38438598e+01,7.58740437e+01,1.86201353e+00,-1.83083090e+00
4.91281398e+01,7.30352523e+01,2.01741479e+00,-5.32165634e-01
4.42534091e+01,6.99763496e+01,2.16825425e+00,7.83082587e-01
5.10769560e+01,7.41659309e+01,1.89706185e+00,-1.31725473e+00
4.37613195e+01,6.93572587e+01,2.16363136e+00,7.78604096e-01
3.91827472e+01,5.95843959e+01,2.37793296e+00,2.15305298e+00
7.11064156e+01,7.01226116e+01,1.19294925e+00,-1.14696225e+01
7.45455836e+01,6.89493426e+01,1.13406295e+00,-1.42152874e+01
5.48263686e+01,6.46068923e+01,1.78591258e+00,-4.45503804e+00
6.06245250e+01,6.66592723e+01,1.78236045e+00,-6.14510769e+00
5.36837038e+01,6.08251562e+01,2.06483650e+00,-3.76648678e+00
5.97360697e+01,6.14251931e+01,1.92207442e+00,-6.92813551e+00
5.16135375e+01,5.62900848e+01,2.06654611e+00,-4.23617788e+00
5.48075313e+01,5.49870317e+01,1.99488896e+00,-6.98357639e+00
4.91797591e+01,5.29627545e+01,2.15722596e+00,-3.70491971e+00
3.79431491e+01,5.10271843e+01,2.46824782e+00,2.18570494e+00
4.19416840e+01,5.05050638e+01,2.43550026e+00,5.27009145e-01
4.21487468e+01,5.15467402e+01,2.27621188e+00,-4.52724399e-02
3.83706604e+01,5.12192108e+01,2.36173711e+00,1.85977526e+00
3.49454634e+01,4.88913594e+01,2.60036840e+00,4.00604773e+00
3.55401259e+01,4.87203108e+01,2.56947291e+00,3.38940270e+00
4.32571342e+01,5.35214315e+01,1.76374420e+00,-2.82779187e+00
7.51428370e+01,6.93183443e+01,1.29820411e+00,-1.36669722e+01
7.82026610e+01,8.72099681e+01,1.10681808e+00,-8.42844974e+00
9.29604274e+01,9.33408528e+01,7.87621582e-01,-1.23216916e+01
6.96695766e+01,8.57651631e+01,1.24526793e+00,-6.07557574e+00
6.70020728e+01,8.38040632e+01,1.39143989e+00,-5.32205475e+00
6.16988457e+01,8.00738871e+01,1.49928995e+00,-4.37975002e+00
5.84106840e+01,8.15535606e+01,1.60039999e+00,-3.05679139e+00
4.69849159e+01,7.54078645e+01,1.93734372e+00,-2.80861049e-01
5.51565932e+01,7.50199530e+01,1.73035829e+00,-2.81510050e+00
4.51327981e+01,7.12006665e+01,1.96833064e+00,-3.27883797e-01
5.19039395e+01,7.58466536e+01,1.67146323e+00,-2.25705625e+00
6.56025776e+01,7.83139911e+01,1.27366150e+00,-6.53532139e+00
6.10718811e+01,7.47812182e+01,1.44072467e+00,-5.41090186e+00
4.21782692e+01,6.38143421e+01,2.13942712e+00,7.07307764e-01
4.77459687e+01,6.79324949e+01,1.94971250e+00,-8.67892462e-01
4.60947386e+01,6.16818387e+01,2.02971534e+00,-8.87827155e-01
3.62501045e+01,5.80837176e+01,2.34828489e+00,2.53611742e+00
4.04832077e+01,6.20530861e+01,2.15408678e+00,9.89911681e-01
3.94630740e+01,6.25326895e+01,2.25364053e+00,1.65463023e+00
2.72883892e+01,5.41613465e+01,2.88450441e+00,6.76032750e+00
3.31510188e+01,5.69553967e+01,2.57799077e+00,4.19545741e+00
2.42303801e+01,4.99838583e+01,3.17224082e+00,9.30913021e+00
2.92885022e+01,5.46057468e+01,2.80837987e+00,6.22986909e+00
3.21749594e+01,5.62271054e+01,2.62530375e+00,4.63224138e+00
2.90368967e+01,5.39178686e+01,2.85338735e+00,6.63524670e+00
2.95549046e+01,4.93124792e+01,2.74635915e+00,5.71270851e+00
7.58022989e+01,8.27822561e+01,1.27330822e+00,-8.29007276e+00
8.46239914e+01,9.08871746e+01,1.01641865e+00,-9.75772606e+00
6.98617504e+01,8.91402672e+01,1.38096801e+00,-5.14239686e+00
7.08211252e+01,8.74192199e+01,1.36428651e+00,-5.77994352e+00
6.43945970e+01,8.10373823e+01,1.57121509e+00,-4.65479408e+00
6.01425399e+01,7.37457298e+01,1.69602649e+00,-4.41572486e+00
5.31430916e+01,6.86442480e+01,1.90781457e+00,-2.51115204e+00
5.53385559e+01,7.13512036e+01,1.77527543e+00,-3.21983385e+00
5.75543775e+01,7.19103839e+01,1.63395682e+00,-4.30088160e+00
5.66379729e+01,7.20733461e+01,1.68857000e+00,-3.82083019e+00
5.50359039e+01,7.28832712e+01,1.66292078e+00,-3.43080740e+00
6.40320252e+01,7.52136795e+01,1.36000330e+00,-6.50923973e+00
7.18324845e+01,8.14336787e+01,1.18070784e+00,-7.84977359e+00
7.56823878e+01,8.37967610e+01,1.11933462e+00,-8.51487606e+00
7.80159967e+01,8.24836072e+01,1.12826525e+00,-9.67504981e+00
8.91958719e+01,8.64109929e+01,8.47166344e-01,-1.35445936e+01
