% normalize=-1
% resample=no
% samplerate=44100
% version=0.7
% yaafedefinition=MFCC blockSize=882 stepSize=441
-2.14442014e-03,-1.36299413e-03,-5.56023426e-04,-6.98369101e-04,-8.35817431e-04,-1.62084918e-03,-2.31093118e-03,-1.60368022e-03,-9.51348009e-04,-1.51352025e-03,-1.12718690e-03,1.36376338e-03,2.87233740e-03
-2.14442014e-03,-1.36299413e-03,-5.56023426e-04,-6.98369101e-04,-8.35817431e-04,-1.62084918e-03,-2.31093118e-03,-1.60368022e-03,-9.51348009e-04,-1.51352025e-03,-1.12718690e-03,1.36376338e-03,2.87233740e-03
3.60604724e+00,1.12455414e-01,5.24495069e-01,1.30611976e-01,6.34030763e-01,2.47593497e-01,-6.56017628e-02,-6.93344531e-01,2.28128261e-01,2.69933501e-01,1.63503654e-01,-1.74765109e-01,-1.77203048e-01
3.36853546e+00,1.21951574e-01,3.51607465e-01,4.13371848e-02,5.97090392e-01,5.49397884e-01,2.48552697e-01,-1.94098406e-01,2.01089828e-01,1.17629578e-01,4.45916448e-02,-3.64423331e-01,-1.11006330e-01
3.28873626e+00,6.30932475e-01,6.33869721e-01,5.16403120e-02,5.59088021e-01,5.95262786e-01,1.35009367e-01,-3.46704810e-01,4.28757256e-01,3.89448922e-01,4.76927059e-01,-3.93923061e-02,-8.75241101e-02
3.36922065e+00,6.04099400e-01,6.80390920e-01,1.42360130e-01,5.00130318e-01,6.23384929e-01,2.56906344e-01,-3.34166516e-01,3.07992771e-01,3.36144445e-01,4.11768858e-01,-4.09714089e-02,-1.81864351e-01
3.37616826e+00,1.25149990e-01,4.01448137e-01,9.62231206e-02,8.23975946e-01,5.82213774e-01,2.36939339e-01,-1.25503878e-01,2.79211471e-01,1.78074367e-01,3.69445903e-02,-4.15359683e-01,-1.47050905e-01
3.39422073e+00,2.99959064e-01,2.68552363e-01,-1.30424257e-01,5.95661824e-01,2.77563118e-01,2.57375812e-01,2.74827775e-01,4.56387904e-01,4.00685054e-01,4.91527422e-01,-1.65641220e-01,-1.02361666e-01
3.22433085e+00,1.17106509e-01,8.46884272e-02,-1.99476517e-01,6.24616711e-01,2.10621727e-01,8.39145064e-02,-7.11306921e-02,-6.67306873e-02,-8.85667303e-02,1.79533715e-01,-3.90168390e-01,-2.57069429e-01
3.32606294e+00,3.71320750e-01,5.20108142e-01,1.85145290e-02,8.70833237e-01,2.29483071e-01,-1.54472203e-01,1.82570228e-01,2.96081011e-01,-1.15837407e-01,3.47524364e-01,-1.56710152e-01,-2.40144076e-02
3.41265995e+00,3.56975565e-01,5.34394488e-01,2.30419274e-01,8.70723421e-01,1.61519706e-01,-1.41887651e-01,3.14700507e-01,3.45651771e-01,-6.60186337e-02,2.50366681e-01,1.19322786e-01,-6.35298815e-02
3.57593219e+00,5.47060555e-01,7.56049260e-01,3.94809006e-01,8.64909401e-01,-6.80858142e-02,2.25131287e-01,5.31745815e-01,3.73768308e-01,-8.02034543e-02,2.65568904e-01,1.47585237e-01,-1.42106482e-01
3.40050005e+00,1.45001642e-01,6.30432634e-01,7.55417802e-02,6.62938083e-01,-2.88114686e-01,-4.64260839e-02,3.88035155e-01,3.58521915e-01,-4.97162692e-02,5.59248730e-01,2.25891029e-01,-2.20130078e-01
3.44351330e+00,2.80878797e-01,8.51782675e-01,3.99376842e-01,5.84986132e-01,-4.46332949e-02,-6.64158513e-02,1.15658494e-02,4.37073888e-01,5.95520697e-02,3.41624722e-01,1.09522726e-01,-2.12111085e-01
3.63864593e+00,5.07341768e-01,1.12792002e+00,4.47863808e-01,8.48093128e-01,1.64389482e-01,8.60499765e-04,-2.70620232e-02,4.98692050e-01,1.10784264e-01,2.74001959e-01,-2.18659565e-01,2.28414182e-02
3.51917565e+00,9.57779074e-02,7.29147510e-01,4.33076857e-01,5.97769053e-01,-5.49061499e-02,9.35490647e-02,-4.16225359e-02,4.43301261e-01,4.07623941e-01,3.34888738e-01,-3.34802800e-01,-1.11584730e-01
3.42140140e+00,2.35927217e-01,7.64299922e-01,2.78064553e-01,5.82950299e-01,1.20012840e-01,-2.94922822e-01,6.47359557e-03,9.91247654e-02,1.88758823e-01,2.19396605e-01,-1.42262553e-01,-1.14190230e-01
3.53300216e+00,5.14004529e-01,5.13007482e-01,6.08060115e-01,1.06341109e+00,2.60605528e-01,2.29353918e-01,1.77988786e-01,2.80462473e-01,4.25381569e-01,3.41501790e-01,-2.28452372e-02,-8.14430082e-02
